sample_name	reference	strain	sampleacc	studyaccession	species	species_match	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	date	strain2	main_st	neonate	major_wards	amikacin_30	ampicillin_10	ampicillin_2	augmentin_30	cefoxitin_10_(clox)	cefoxitin_30	cefpodoxime_10	cefpodoxime_10_(ceftriaxone)	ceftazidime	ceftriaxone_30	ceftriaxone_5	chloramphenicol_10	chloramphenicol_30	ciprofloxacin_(e-test)	ciprofloxacin_5	co-trimoxazole_25	cotrimoxazole_25	erythromycin_15	erythromycin_5	gentamicin_10	gentamicin10	meropenem	meropenem_10	oxacillin_1_(pen)	pefloxacin_5	penicillin_1	piperacillin/_tazobactam(ptz)	piperacillin/tazobactam_36	quinupristin/dalfopristin_(qd15)	tetracycline_10	tetracycline_30	vancomycin_5
ERR12058341	this study	42070_1#165	ERS7985681	ERP126322	Klebsiella pneumoniae	strong	1	0	7	11	2016	NA	ST307	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058343	this study	42070_1#167	ERS7985680	ERP126322	Klebsiella pneumoniae	strong	1	1	8	15	2016	NA	ST15	n	3B MALE MEDICAL WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058344	this study	42070_1#168	ERS7985757	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2016	NA	ST14	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058346	this study	42070_1#170	ERS7985758	ERP126322	Klebsiella pneumoniae	strong	1	1	8	11	2016	NA	other	n	PAEDIATRIC ONCOLOGY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058347	this study	42070_1#171	ERS7985683	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	1	7	9	2016	NA	other	n	PAEDIATRIC NURSERY	S	R	NA	NA	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058348	this study	42070_1#172	ERS7985759	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2016	NA	ST607	n	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058349	this study	42070_1#173	ERS7985684	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	y	PICU/HDU	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	I	NA	NA	NA	NA
ERR12058350	this study	42070_1#174	ERS7985760	ERP126322	Klebsiella pneumoniae	strong	0	1	7	9	2016	NA	ST101	n	PAEDIATRIC A&E	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058351	this study	42070_1#175	ERS7985685	ERP126322	Klebsiella pneumoniae	strong	0	1	7	12	2018	NA	ST1552	y	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058352	this study	42070_1#176	ERS7985761	ERP126322	Klebsiella pneumoniae	strong	1	1	8	11	2016	NA	other	n	PAEDIATRIC ONCOLOGY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058353	this study	42070_1#177	ERS7985854	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058354	this study	42070_1#178	ERS7986022	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058355	this study	42070_1#179	ERS7985855	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058197	this study	42070_1#17	ERS7985812	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058356	this study	42070_1#181	ERS7985856	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058357	this study	42070_1#183	ERS7985857	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058358	this study	42070_1#185	ERS7985858	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2017	NA	ST39	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058359	this study	42070_1#186	ERS7986025	ERP126322	Klebsiella pneumoniae	strong	3	0	4	6	1999	NA	other	u	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058360	this study	42070_1#187	ERS7985859	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2019	NA	ST584	y	PAEDIATRIC SURGICAL WARD	I	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058361	this study	42070_1#189	ERS7985860	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2019	NA	ST584	y	PAEDIATRIC SURGICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058198	this study	42070_1#18	ERS7985980	ERP126322	Klebsiella pneumoniae	strong	0	1	5	5	2018	NA	ST14	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058362	this study	42070_1#191	ERS7985861	ERP126322	Klebsiella pneumoniae	strong	0	1	8	16	2019	NA	other	y	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058363	this study	42070_1#192	ERS7986028	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	NA	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058364	this study	42070_1#193	ERS7985687	ERP126322	Klebsiella pneumoniae	strong	0	1	8	12	2019	NA	other	n	PICU/HDU	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	I	NA	NA	NA	NA
ERR12058366	this study	42070_1#195	ERS7985686	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PAEDIATRIC SURGICAL WARD	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA
ERR12058367	this study	42070_1#196	ERS7985763	ERP126322	Klebsiella pneumoniae	strong	0	1	5	5	2016	NA	other	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058368	this study	42070_1#197	ERS7985688	ERP126322	Klebsiella pneumoniae	strong	0	1	8	12	2018	NA	ST307	y	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058370	this study	42070_1#199	ERS7985689	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2018	NA	other	n	INTENSIVE CARE UNIT	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058199	this study	42070_1#19	ERS7985813	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058181	this study	42070_1#1	ERS7985635	ERP126322	Klebsiella pneumoniae	strong	0	1	6	11	2016	NA	other	n	PAEDIATRIC NURSERY	NA	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	S	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058371	this study	42070_1#200	ERS7985765	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	1	7	14	2016	NA	other	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058372	this study	42070_1#201	ERS7985690	ERP126322	Klebsiella pneumoniae	strong	1	0	7	8	2018	NA	ST307	y	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058373	this study	42070_1#202	ERS7985766	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2016	NA	ST307	n	PAEDIATRIC MOYO WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058374	this study	42070_1#203	ERS7985691	ERP126322	Klebsiella pneumoniae	strong	1	0	7	8	2018	NA	ST307	y	PAEDIATRIC NURSERY	S	R	NA	I	NA	NA	NA	S	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058375	this study	42070_1#204	ERS7985767	ERP126322	Klebsiella pneumoniae	strong	1	0	5	7	2015	NA	ST25	n	3B MALE MEDICAL WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058376	this study	42070_1#205	ERS7985695	ERP126322	Klebsiella pneumoniae	strong	1	1	9	15	2018	NA	ST48	n	INTENSIVE CARE UNIT	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058377	this study	42070_1#206	ERS7985768	ERP126322	Klebsiella pneumoniae	strong	0	1	8	12	2015	NA	other	n	4A FEMALE MEDICAL WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058378	this study	42070_1#207	ERS7985694	ERP126322	Klebsiella pneumoniae	strong	0	1	8	12	2018	NA	other	n	A ETC	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058379	this study	42070_1#208	ERS7985769	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058380	this study	42070_1#209	ERS7985862	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2019	NA	ST584	n	PICU/HDU	I	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058200	this study	42070_1#20	ERS7985981	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	2018	NA	ST14	n	PICU/HDU	NA	R	NA	NA	NA	NA	NA	R	NA	R	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058382	this study	42070_1#211	ERS7985863	ERP126322	Klebsiella pneumoniae	strong	1	1	8	13	2019	NA	ST14	y	PICU/HDU	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058383	this study	42070_1#212	ERS7986029	ERP126322	Klebsiella pneumoniae	strong	0	0	6	9	2000	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058384	this study	42070_1#213	ERS7985866	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	n	PICU/HDU	S	R	NA	S	NA	NA	NA	S	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058385	this study	42070_1#215	ERS7985867	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	n	PICU/HDU	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058386	this study	42070_1#217	ERS7985868	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	n	PAEDIATRIC SPECIAL CARE WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058387	this study	42070_1#219	ERS7985869	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	y	PICU/HDU	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058201	this study	42070_1#21	ERS7985814	ERP126322	Klebsiella variicola subsp. variicola	strong	0	1	9	17	2019	NA	other	n	PAEDIATRIC MOYO WARD	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058388	this study	42070_1#220	ERS7986033	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2004	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058389	this study	42070_1#221	ERS7985870	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	y	PICU/HDU	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058391	this study	42070_1#223	ERS7985871	ERP126322	Klebsiella pneumoniae	strong	1	1	9	11	2018	NA	ST15	n	3B MALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058392	this study	42070_1#224	ERS7986038	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2005	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058393	this study	42070_1#225	ERS7985693	ERP126322	Klebsiella pneumoniae	strong	1	1	9	15	2018	NA	ST48	n	PAEDIATRIC SURGICAL WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058394	this study	42070_1#226	ERS7985770	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058395	this study	42070_1#227	ERS7985692	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2018	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058396	this study	42070_1#228	ERS7985771	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	y	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058202	this study	42070_1#22	ERS7985982	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST35	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058398	this study	42070_1#230	ERS7985773	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2015	NA	ST14	y	CHATINKHA NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058399	this study	42070_1#231	ERS7985697	ERP126322	Klebsiella pneumoniae	strong	1	1	7	11	2018	NA	ST39	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058400	this study	42070_1#232	ERS7985772	ERP126322	Klebsiella pneumoniae	strong	0	1	8	13	2015	NA	other	n	4A FEMALE MEDICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	I	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058401	this study	42070_1#233	ERS7985698	ERP126322	Klebsiella pneumoniae	strong	0	0	4	6	2018	NA	ST14	n	unknown	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058402	this study	42070_1#234	ERS7985775	ERP126322	Klebsiella pneumoniae	strong	1	1	9	16	2015	NA	ST17	n	unknown	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058403	this study	42070_1#235	ERS7985699	ERP126322	Klebsiella pneumoniae	strong	0	1	8	12	2018	NA	ST307	y	CHATINKHA NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058404	this study	42070_1#236	ERS7985774	ERP126322	Klebsiella pneumoniae	strong	0	1	5	5	2015	NA	ST14	y	PAEDIATRIC NURSERY	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	S	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058405	this study	42070_1#237	ERS7985700	ERP126322	Klebsiella pneumoniae	strong	1	1	5	8	2018	NA	other	y	CHATINKHA NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058406	this study	42070_1#238	ERS7985776	ERP126322	Klebsiella pneumoniae	strong	0	1	8	15	2015	NA	ST14	n	BURNS UNITS	S	I	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058407	this study	42070_1#239	ERS7985701	ERP126322	Klebsiella pneumoniae	strong	1	1	9	20	2018	NA	ST307	n	3B MALE MEDICAL WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058408	this study	42070_1#240	ERS7985777	ERP126322	Klebsiella pneumoniae	strong	0	1	8	15	2015	NA	ST14	n	PAEDIATRIC ONCOLOGY	S	NA	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058409	this study	42070_1#241	ERS7985872	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2018	NA	ST607	y	PAEDIATRIC NURSERY	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058410	this study	42070_1#243	ERS7985873	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	y	PICU/HDU	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058413	this study	42070_1#247	ERS7985875	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	y	PICU/HDU	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058414	this study	42070_1#249	ERS7985876	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	n	PAEDIATRIC SURGICAL WARD	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058204	this study	42070_1#24	ERS7985983	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	2018	NA	ST14	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	NA	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058415	this study	42070_1#251	ERS7985877	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	2018	NA	ST14	n	PAEDIATRIC SURGICAL WARD	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058416	this study	42070_1#253	ERS7985878	ERP126322	Klebsiella pneumoniae	strong	0	1	6	7	2018	NA	ST101	y	CHATINKHA NURSERY	S	R	NA	I	NA	NA	NA	R	NA	NA	NA	I	NA	NA	S	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058417	this study	42070_1#255	ERS7985879	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2018	NA	ST584	n	PICU/HDU	S	R	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058418	this study	42070_1#256	ERS7986043	ERP126322	Klebsiella pneumoniae	strong	1	1	7	10	2008	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058419	this study	42070_1#257	ERS7985703	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2018	NA	other	n	PAEDIATRIC NURSERY	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058420	this study	42070_1#258	ERS7985778	ERP126322	Klebsiella pneumoniae	strong	0	1	8	12	2015	NA	ST1552	n	INTENSIVE CARE UNIT	S	R	NA	R	NA	NA	NA	R	NA	NA	NA	NA	R	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058421	this study	42070_1#259	ERS7985702	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2018	NA	other	y	PAEDIATRIC SURGICAL WARD	NA	R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	S	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058205	this study	42070_1#25	ERS7985816	ERP126322	Klebsiella pneumoniae	strong	0	1	7	11	2019	NA	ST584	n	PAEDIATRIC SPECIAL CARE WARD	S	I	NA	S	NA	NA	NA	R	NA	NA	NA	NA	S	NA	R	NA	R	NA	NA	R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
